Gene	CGC	Publications	Cancer type frequency per number of publications
SLC25A10	No	1	"Colorectal Cancer":100%;
SLC25A11	No	1	"Colorectal Cancer":100%;
SLC25A12	No	1	"Blood Cancer":100%;
SLC25A19	No	1	"Colorectal Cancer":100%;
SLC25A23	No	1	"Colorectal Cancer":100%;
SLC25A26	No	1	"Colorectal Cancer":100%;
SLC25A28	No	1	"Blood Cancer":100%;
SLC25A30	No	1	"Blood Cancer":100%;
SLC25A34	No	1	"Colorectal Cancer":100%;
SLC25A35	No	1	"Blood Cancer":100%;
SLC25A39	No	1	"Colorectal Cancer":100%;
SLC25A40	No	1	"Blood Cancer":100%;
SLC25A41	No	1	"Colorectal Cancer":100%;
SLC25A45	No	1	"Blood Cancer":100%;
SLC25A5	No	1	"Colorectal Cancer":100%;
SLC26A6	No	1	"Colorectal Cancer":100%;
SLC26A8	No	1	"Colorectal Cancer":100%;
SLC27A3	No	1	"Colorectal Cancer":100%;
SLC27A4	No	1	"Blood Cancer":100%;
SLC28A1	No	1	"Blood Cancer":100%;
SLC28A2	No	1	"Pancreatic Cancer":100%;
SLC29A1	No	1	"Blood Cancer":100%;
SLC2A1	No	1	"Blood Cancer":100%;
SLC2A2	No	1	"Liver Cancer":100%;
SLC2A3	No	1	"Blood Cancer":100%;
SLC2A5	No	1	"Colorectal Cancer":100%;
SLC30A5	No	1	"Liver Cancer":100%;
SLC30A7	No	1	"Colorectal Cancer":100%;
SLC31A2	No	1	"Blood Cancer":100%;
SLC34A1	No	1	"Colorectal Cancer":100%;
SLC34A3	No	1	"Colorectal Cancer":100%;
SLC35A5	No	1	"Liver Cancer":100%;
SLC35B3	No	1	"Nervous System Cancer":100%;
SLC35B4	No	1	"Blood Cancer":100%;
SLC35F2	No	1	"Blood Cancer":100%;
SLC35G1	No	1	"Blood Cancer":100%;
SLC35G2	No	1	"Blood Cancer":100%;
SLC35G6	No	1	"Blood Cancer":100%;
SLC36A1	No	1	"Blood Cancer":100%;
SLC36A2	No	1	"Blood Cancer":100%;
SLC36A3	No	1	"Blood Cancer":100%;
SLC37A4	No	1	"Blood Cancer":100%;
SLC38A10	No	1	"Blood Cancer":100%;
SLC38A2	No	1	"Liver Cancer":100%;
SLC38A7	No	1	"Colorectal Cancer":100%;
SLC38A8	No	1	"Blood Cancer":100%;
SLC39A1	No	1	"Colorectal Cancer":100%;
SLC39A10	No	1	"Pancreatic Cancer":100%;
SLC39A5	No	1	"Colorectal Cancer":100%;
SLC39A7	No	1	"Liver Cancer":100%;
SLC39A8	No	1	"Blood Cancer":100%;
SLC41A2	No	1	"Blood Cancer":100%;
SLC43A1	No	1	"Blood Cancer":100%;
SLC44A3	No	1	"Colorectal Cancer":100%;
SLC44A4	No	1	"Colorectal Cancer":100%;
SLC44A5	No	1	"Skin Cancer":100%;
SLC46A3	No	1	"Liver Cancer":100%;
SLC4A1	No	1	"Colorectal Cancer":100%;
SLC4A8	No	1	"Blood Cancer":100%;
SLC52A2	No	1	"Colorectal Cancer":100%;
SLC5A1	No	1	"Colorectal Cancer":100%;
SLC5A11	No	1	"Colorectal Cancer":100%;
SLC5A3	No	1	"Gastric Cancer":100%;
SLC6A1	No	1	"Nervous System Cancer":100%;
SLC6A13	No	1	"Liver Cancer":100%;
SLC6A14	No	1	"Liver Cancer":100%;
SLC6A17	No	1	"Nervous System Cancer":100%;
SLC6A18	No	1	"Colorectal Cancer":100%;
SLC6A19	No	1	"Colorectal Cancer":100%;
SLC6A2	No	1	"Colorectal Cancer":100%;
SLC6A20	No	1	"Blood Cancer":100%;
SLC6A8	No	1	"Colorectal Cancer":100%;
SLC7A1	No	1	"Colorectal Cancer":100%;
SLC7A10	No	1	"Blood Cancer":100%;
SLC7A14	No	1	"Nervous System Cancer":100%;
SLC7A4	No	1	"Colorectal Cancer":100%;
SLC7A9	No	1	"Colorectal Cancer":100%;
SLC8A3	No	1	"Blood Cancer":100%;
SLC9A3R2	No	1	"Blood Cancer":100%;
SLC9A5	No	1	"Colorectal Cancer":100%;
SLC9A9	No	1	"Blood Cancer":100%;
SLC9B2	No	1	"Colorectal Cancer":100%;
SLF1	No	1	"Blood Cancer":100%;
SLFNL1	No	1	"Colorectal Cancer":100%;
SLIRP	No	1	"Liver Cancer":100%;
SLIT3	No	1	"Nervous System Cancer":100%;
SLPI	No	1	"Colorectal Cancer":100%;
SLX4IP	No	1	"Blood Cancer":100%;
SMAD6	No	1	"Pancreatic Cancer":100%;
SMAD7	No	1	"Colorectal Cancer":100%;
SMAGP	No	1	"Blood Cancer":100%;
SMARCD1	Yes	1	"Colorectal Cancer":100%;
SMC4	No	1	"Colorectal Cancer":100%;
SMC5	No	1	"Blood Cancer":100%;
SMC6	No	1	"Blood Cancer":100%;
SMCHD1	No	1	"Gastric Cancer":100%;
SMCO1	No	1	"Blood Cancer":100%;
SMIM19	No	1	"Liver Cancer":100%;
SMIM27	No	1	"Liver Cancer":100%;
SMIM41	No	1	"Colorectal Cancer":100%;
SMIM5	No	1	"Colorectal Cancer":100%;
SMIM6	No	1	"Colorectal Cancer":100%;
SMIM8	No	1	"Colorectal Cancer":100%;
SMLR1	No	1	"Liver Cancer":100%;
"SMN2 SMN1"	No	1	"Blood Cancer":100%;
SMNDC1	No	1	"Blood Cancer":100%;
SMPDL3B	No	1	"Blood Cancer":100%;
SMS	No	1	"Blood Cancer":100%;
SMUG1	No	1	"Colorectal Cancer":100%;
SMYD2	No	1	"Blood Cancer":100%;
SNAI1	No	1	"Pancreatic Cancer":100%;
SNAP47	No	1	"Blood Cancer":100%;
SNCAIP	No	1	"Breast Cancer":100%;
SNCG	No	1	"Colorectal Cancer":100%;
SNIP1	No	1	"Colorectal Cancer":100%;
SNRNP35	No	1	"Colorectal Cancer":100%;
SNRPA1	No	1	"Liver Cancer":100%;
SNRPC	No	1	"Colorectal Cancer":100%;
SNRPD1	No	1	"Liver Cancer":100%;
SNRPD2	No	1	"Colorectal Cancer":100%;
SNRPE	No	1	"Gastric Cancer":100%;
SNRPG	No	1	"Blood Cancer":100%;
SNTA1	No	1	"Blood Cancer":100%;
SNTN	No	1	"Nervous System Cancer":100%;
SNX1	No	1	"Colorectal Cancer":100%;
SNX10	No	1	"Colorectal Cancer":100%;
SNX12	No	1	"Pancreatic Cancer":100%;
SNX15	No	1	"Blood Cancer":100%;
SNX17	No	1	"Liver Cancer":100%;
SNX19	No	1	"Blood Cancer":100%;
SNX33	No	1	"Blood Cancer":100%;
SNX8	No	1	"Blood Cancer":100%;
SOAT2	No	1	"Colorectal Cancer":100%;
SOCS2	No	1	"Colorectal Cancer":100%;
SOCS4	No	1	"Colorectal Cancer":100%;
SOCS7	No	1	"Blood Cancer":100%;
SOHLH1	No	1	Mixed:100%;
SORBS3	No	1	"Blood Cancer":100%;
SORCS2	No	1	"Skin Cancer":100%;
SORCS3	No	1	"Liver Cancer":100%;
SOWAHA	No	1	"Colorectal Cancer":100%;
SOWAHB	No	1	"Colorectal Cancer":100%;
SOWAHD	No	1	"Blood Cancer":100%;
SOX13	No	1	"Gastric Cancer":100%;
SOX18	No	1	"Blood Cancer":100%;
SOX30	No	1	"Colorectal Cancer":100%;
SOX9	No	1	"Colorectal Cancer":100%;
SP4	No	1	"Blood Cancer":100%;
SPACA3	No	1	"Colorectal Cancer":100%;
SPAG4	No	1	"Colorectal Cancer":100%;
SPAG5	No	1	"Blood Cancer":100%;
SPAG7	No	1	"Colorectal Cancer":100%;
SPARC	No	1	"Colorectal Cancer":100%;
SPATA18	No	1	"Blood Cancer":100%;
SPATA32	No	1	"Colorectal Cancer":100%;
SPATA7	No	1	"Colorectal Cancer":100%;
SPATC1	No	1	"Blood Cancer":100%;
SPATS1	No	1	"Blood Cancer":100%;
SPATS2	No	1	"Blood Cancer":100%;
SPC25	No	1	"Colorectal Cancer":100%;
SPCS3	No	1	"Blood Cancer":100%;
SPDEF	No	1	"Colorectal Cancer":100%;
SPDYA	No	1	"Blood Cancer":100%;
SPG21	No	1	"Blood Cancer":100%;
SPIDR	No	1	"Blood Cancer":100%;
SPINK4	No	1	"Blood Cancer":100%;
SPINT1	No	1	"Colorectal Cancer":100%;
SPIRE2	No	1	"Blood Cancer":100%;
SPN	No	1	"Colorectal Cancer":100%;
SPOCD1	No	1	"Colorectal Cancer":100%;
SPOCK3	No	1	"Liver Cancer":100%;
SPON1	No	1	"Blood Cancer":100%;
SPOUT1	No	1	"Colorectal Cancer":100%;
SPPL2A	No	1	"Blood Cancer":100%;
SPPL2B	No	1	"Colorectal Cancer":100%;
SPRED3	No	1	"Colorectal Cancer":100%;
SPSB1	No	1	"Colorectal Cancer":100%;
SPSB4	No	1	"Nervous System Cancer":100%;
SPTBN4	No	1	"Blood Cancer":100%;
SPTBN5	No	1	"Colorectal Cancer":100%;
SQLE	No	1	"Blood Cancer":100%;
SRARP	No	1	"Colorectal Cancer":100%;
SRCIN1	No	1	"Blood Cancer":100%;
SRD5A3	No	1	"Colorectal Cancer":100%;
SREBF1	No	1	"Colorectal Cancer":100%;
SREK1	No	1	"Colorectal Cancer":100%;
SRGAP1	No	1	"Blood Cancer":100%;
SRI	No	1	"Blood Cancer":100%;
SRM	No	1	"Colorectal Cancer":100%;
SRP68	No	1	"Liver Cancer":100%;
SRPK3	No	1	"Colorectal Cancer":100%;
SRPRB	No	1	"Liver Cancer":100%;
SRPX2	No	1	"Blood Cancer":100%;
SRRM3	No	1	"Blood Cancer":100%;
SRRM4	No	1	"Nervous System Cancer":100%;
SRRT	No	1	"Colorectal Cancer":100%;
SRSF2	Yes	1	"Liver Cancer":100%;
SRXN1	No	1	"Blood Cancer":100%;
SS18L1	Yes	1	"Colorectal Cancer":100%;
SSB	No	1	"Liver Cancer":100%;
SSC4D	No	1	"Pancreatic Cancer":100%;
SSH1	No	1	"Colorectal Cancer":100%;
SSMEM1	No	1	"Nervous System Cancer":100%;
SSR2	No	1	"Colorectal Cancer":100%;
SSR4	No	1	"Colorectal Cancer":100%;
SSTR4	No	1	"Liver Cancer":100%;
"SSX4 SSX4B"	No	1	"Liver Cancer":100%;
ST7	No	1	"Blood Cancer":100%;
ST8SIA1	No	1	"Blood Cancer":100%;
ST8SIA3	No	1	"Colorectal Cancer":100%;
ST8SIA4	No	1	"Blood Cancer":100%;
ST8SIA5	No	1	"Blood Cancer":100%;
STAB2	No	1	"Blood Cancer":100%;
STAC3	No	1	"Colorectal Cancer":100%;
STAMBP	No	1	"Colorectal Cancer":100%;
STAMBPL1	No	1	"Blood Cancer":100%;
STAP2	No	1	"Colorectal Cancer":100%;
STAR	No	1	"Blood Cancer":100%;
STARD4	No	1	"Colorectal Cancer":100%;
STARD5	No	1	"Colorectal Cancer":100%;
STAT1	No	1	"Blood Cancer":100%;
STAT4	No	1	"Blood Cancer":100%;
STAU2	No	1	"Blood Cancer":100%;
STEAP3	No	1	"Blood Cancer":100%;
STEAP4	No	1	"Liver Cancer":100%;
STIL	Yes	1	"Blood Cancer":100%;
STK10	No	1	"Blood Cancer":100%;
STK17B	No	1	"Blood Cancer":100%;
STK19	No	1	"Colorectal Cancer":100%;
STK25	No	1	"Blood Cancer":100%;
STON1	No	1	Mixed:100%;
STOX1	No	1	"Colorectal Cancer":100%;
STOX2	No	1	"Pancreatic Cancer":100%;
STPG2	No	1	"Colorectal Cancer":100%;
STRC	No	1	"Blood Cancer":100%;
STRIP2	No	1	"Blood Cancer":100%;
STRN	Yes	1	"Liver Cancer":100%;
STUM	No	1	"Blood Cancer":100%;
STX18	No	1	"Breast Cancer":100%;
STX19	No	1	"Blood Cancer":100%;
STX1A	No	1	"Colorectal Cancer":100%;
STX1B	No	1	"Blood Cancer":100%;
STX3	No	1	"Blood Cancer":100%;
STX4	No	1	"Blood Cancer":100%;
STX6	No	1	"Blood Cancer":100%;
STX8	No	1	"Blood Cancer":100%;
STXBP2	No	1	"Blood Cancer":100%;
STXBP4	No	1	"Blood Cancer":100%;
STXBP5L	No	1	"Blood Cancer":100%;
STYXL1	No	1	"Blood Cancer":100%;
SUCLA2	No	1	"Liver Cancer":100%;
SUCO	No	1	"Blood Cancer":100%;
SUGP2	No	1	"Blood Cancer":100%;
SULF2	No	1	"Colorectal Cancer":100%;
SULT2B1	No	1	"Blood Cancer":100%;
SULT6B1	No	1	"Blood Cancer":100%;
SUMF1	No	1	"Blood Cancer":100%;
SUMO1	No	1	"Blood Cancer":100%;
SUN5	No	1	"Liver Cancer":100%;
SURF6	No	1	"Liver Cancer":100%;
SUSD1	No	1	"Blood Cancer":100%;
SUSD3	No	1	"Blood Cancer":100%;
SUV39H1	No	1	"Blood Cancer":100%;
SUV39H2	No	1	"Blood Cancer":100%;
SV2A	No	1	"Colorectal Cancer":100%;
SVOP	No	1	"Colorectal Cancer":100%;
SWSAP1	No	1	"Blood Cancer":100%;
SYAP1	No	1	"Colorectal Cancer":100%;
SYBU	No	1	"Liver Cancer":100%;
SYCE3	No	1	"Blood Cancer":100%;
SYCP3	No	1	"Blood Cancer":100%;
SYN1	No	1	"Blood Cancer":100%;
SYNE1	No	1	"Blood Cancer":100%;
SYNE3	No	1	"Liver Cancer":100%;
SYNE4	No	1	"Blood Cancer":100%;
SYNGR1	No	1	"Colorectal Cancer":100%;
SYNGR2	No	1	"Colorectal Cancer":100%;
SYNPO	No	1	"Blood Cancer":100%;
SYPL2	No	1	"Colorectal Cancer":100%;
SYS1	No	1	"Colorectal Cancer":100%;
SYT1	No	1	"Liver Cancer":100%;
SYT11	No	1	"Colorectal Cancer":100%;
SYT16	No	1	"Blood Cancer":100%;
SYT2	No	1	"Blood Cancer":100%;
SYT8	No	1	"Colorectal Cancer":100%;
SYTL1	No	1	"Colorectal Cancer":100%;
SYTL3	No	1	"Blood Cancer":100%;
SYTL5	No	1	"Liver Cancer":100%;
TAB1	No	1	"Colorectal Cancer":100%;
TACC1	No	1	"Blood Cancer":100%;
TACC3	No	1	"Blood Cancer":100%;
TACO1	No	1	"Blood Cancer":100%;
TAF11	No	1	"Colorectal Cancer":100%;
TAF2	No	1	"Blood Cancer":100%;
TAF8	No	1	"Colorectal Cancer":100%;
TAF9	No	1	"Colorectal Cancer":100%;
TAFA2	No	1	"Liver Cancer":100%;
TAFA3	No	1	"Colorectal Cancer":100%;
TAFA4	No	1	"Colorectal Cancer":100%;
TAFA5	No	1	"Skin Cancer":100%;
TAL1	Yes	1	"Blood Cancer":100%;
TAMM41	No	1	"Colorectal Cancer":100%;
TAOK2	No	1	"Liver Cancer":100%;
TARBP1	No	1	"Blood Cancer":100%;
TAS1R2	No	1	"Liver Cancer":100%;
TAS2R4	No	1	Sarcoma:100%;
TAS2R60	No	1	"Nervous System Cancer":100%;
TASP1	No	1	"Blood Cancer":100%;
TBC1D10C	No	1	"Blood Cancer":100%;
TBC1D12	No	1	"Blood Cancer":100%;
TBC1D14	No	1	"Blood Cancer":100%;
TBC1D16	No	1	"Blood Cancer":100%;
TBC1D19	No	1	"Nervous System Cancer":100%;
TBC1D22A	No	1	"Blood Cancer":100%;
TBC1D22B	No	1	"Blood Cancer":100%;
TBC1D23	No	1	"Colorectal Cancer":100%;
TBC1D24	No	1	"Blood Cancer":100%;
TBC1D2B	No	1	"Blood Cancer":100%;
TBC1D31	No	1	"Colorectal Cancer":100%;
TBC1D9B	No	1	"Blood Cancer":100%;
TBCC	No	1	"Colorectal Cancer":100%;
TBCD	No	1	"Blood Cancer":100%;
TBCEL	No	1	"Liver Cancer":100%;
TBCK	No	1	"Blood Cancer":100%;
TBL2	No	1	"Colorectal Cancer":100%;
TBX6	No	1	"Blood Cancer":100%;
TBXAS1	No	1	"Blood Cancer":100%;
TCAIM	No	1	"Blood Cancer":100%;
TCEA2	No	1	"Blood Cancer":100%;
TCEA3	No	1	"Colorectal Cancer":100%;
TCF15	No	1	"Colorectal Cancer":100%;
TCFL5	No	1	"Colorectal Cancer":100%;
TCOF1	No	1	"Blood Cancer":100%;
TCP11L1	No	1	"Colorectal Cancer":100%;
TCTEX1D2	No	1	"Blood Cancer":100%;
TCTN2	No	1	"Colorectal Cancer":100%;
TCTN3	No	1	"Blood Cancer":100%;
TDRD3	No	1	"Breast Cancer":100%;
TDRD7	No	1	"Blood Cancer":100%;
TDRD9	No	1	"Colorectal Cancer":100%;
TEAD2	No	1	"Blood Cancer":100%;
TECTB	No	1	"Colorectal Cancer":100%;
TELO2	No	1	"Colorectal Cancer":100%;
TEN1	No	1	"Liver Cancer":100%;
TENT5C	No	1	"Colorectal Cancer":100%;
TERB1	No	1	"Blood Cancer":100%;
TERB2	No	1	"Blood Cancer":100%;
TERF1	No	1	"Blood Cancer":100%;
TERT	Yes	1	"Nervous System Cancer":100%;
TEX10	No	1	"Blood Cancer":100%;
TEX19	No	1	"Colorectal Cancer":100%;
TEX28	No	1	"Colorectal Cancer":100%;
TEX44	No	1	"Blood Cancer":100%;
TEX45	No	1	"Blood Cancer":100%;
TEX46	No	1	"Colorectal Cancer":100%;
TEX52	No	1	"Colorectal Cancer":100%;
TFAP2E	No	1	"Blood Cancer":100%;
TFB1M	No	1	"Blood Cancer":100%;
TFDP1	No	1	"Colorectal Cancer":100%;
TFDP2	No	1	"Blood Cancer":100%;
TFE3	Yes	1	"Blood Cancer":100%;
TFPI	No	1	"Colorectal Cancer":100%;
TFPT	Yes	1	"Blood Cancer":100%;
TG	No	1	"Blood Cancer":100%;
TGFA	No	1	"Blood Cancer":100%;
TGFB1	No	1	"Colorectal Cancer":100%;
TGFBRAP1	No	1	"Nervous System Cancer":100%;
TGM4	No	1	"Blood Cancer":100%;
TGM5	No	1	"Blood Cancer":100%;
TGM6	No	1	"Blood Cancer":100%;
TGM7	No	1	"Blood Cancer":100%;
THAP1	No	1	"Blood Cancer":100%;
THAP11	No	1	"Colorectal Cancer":100%;
THAP4	No	1	"Blood Cancer":100%;
THAP7	No	1	"Colorectal Cancer":100%;
THBS2	No	1	"Liver Cancer":100%;
THBS3	No	1	"Blood Cancer":100%;
THBS4	No	1	"Nervous System Cancer":100%;
THEGL	No	1	"Pancreatic Cancer":100%;
THEM6	No	1	"Liver Cancer":100%;
THG1L	No	1	"Colorectal Cancer":100%;
THOC2	No	1	"Liver Cancer":100%;
THOC5	No	1	"Blood Cancer":100%;
THOC6	No	1	"Colorectal Cancer":100%;
THPO	No	1	"Blood Cancer":100%;
TIAM1	No	1	"Blood Cancer":100%;
TICAM1	No	1	"Gastric Cancer":100%;
TICRR	No	1	"Blood Cancer":100%;
TIE1	No	1	"Blood Cancer":100%;
TIFAB	No	1	"Colorectal Cancer":100%;
TIGD4	No	1	"Colorectal Cancer":100%;
TIMM29	No	1	"Blood Cancer":100%;
TIMM50	No	1	"Nervous System Cancer":100%;
TIMM9	No	1	"Liver Cancer":100%;
TIMMDC1	No	1	"Liver Cancer":100%;
TIMP4	No	1	"Colorectal Cancer":100%;
TINF2	No	1	"Colorectal Cancer":100%;
TIPIN	No	1	"Blood Cancer":100%;
TIRAP	No	1	"Liver Cancer":100%;
TJAP1	No	1	Sarcoma:100%;
TJP3	No	1	"Colorectal Cancer":100%;
TK1	No	1	"Colorectal Cancer":100%;
TLDC2	No	1	"Blood Cancer":100%;
TLE2	No	1	"Colorectal Cancer":100%;
TLE5	No	1	"Colorectal Cancer":100%;
TLE6	No	1	"Colorectal Cancer":100%;
TLN2	No	1	"Blood Cancer":100%;
TLR1	No	1	"Colorectal Cancer":100%;
TLR6	No	1	"Colorectal Cancer":100%;
TLR9	No	1	"Colorectal Cancer":100%;
TM2D2	No	1	"Gastric Cancer":100%;
TM4SF19	No	1	"Blood Cancer":100%;
TM4SF20	No	1	"Colorectal Cancer":100%;
TM4SF4	No	1	"Liver Cancer":100%;
TM6SF1	No	1	"Blood Cancer":100%;
TM7SF2	No	1	"Blood Cancer":100%;
TM9SF1	No	1	"Colorectal Cancer":100%;
TMC2	No	1	"Blood Cancer":100%;
TMC5	No	1	"Gastric Cancer":100%;
TMC6	No	1	"Colorectal Cancer":100%;
TMC8	No	1	"Colorectal Cancer":100%;
TMCC3	No	1	"Nervous System Cancer":100%;
TMCO2	No	1	"Colorectal Cancer":100%;
TMCO3	No	1	"Colorectal Cancer":100%;
TMED4	No	1	"Colorectal Cancer":100%;
TMED5	No	1	"Blood Cancer":100%;
TMED6	No	1	"Colorectal Cancer":100%;
TMED9	No	1	"Blood Cancer":100%;
TMEM106B	No	1	"Liver Cancer":100%;
TMEM106C	No	1	"Colorectal Cancer":100%;
TMEM109	No	1	"Blood Cancer":100%;
TMEM116	No	1	"Blood Cancer":100%;
TMEM120A	No	1	"Blood Cancer":100%;
TMEM120B	No	1	"Blood Cancer":100%;
TMEM128	No	1	"Blood Cancer":100%;
TMEM129	No	1	"Blood Cancer":100%;
TMEM132A	No	1	"Nervous System Cancer":100%;
TMEM132B	No	1	"Colorectal Cancer":100%;
TMEM134	No	1	"Nervous System Cancer":100%;
TMEM138	No	1	"Colorectal Cancer":100%;
TMEM150C	No	1	"Colorectal Cancer":100%;
TMEM151A	No	1	"Liver Cancer":100%;
TMEM160	No	1	"Colorectal Cancer":100%;
TMEM173	No	1	"Colorectal Cancer":100%;
TMEM175	No	1	"Colorectal Cancer":100%;
TMEM177	No	1	"Blood Cancer":100%;
TMEM179	No	1	"Colorectal Cancer":100%;
TMEM181	No	1	"Blood Cancer":100%;
TMEM183A	No	1	"Colorectal Cancer":100%;
TMEM184A	No	1	"Colorectal Cancer":100%;
TMEM186	No	1	"Colorectal Cancer":100%;
TMEM189	No	1	"Blood Cancer":100%;
TMEM191C	No	1	"Colorectal Cancer":100%;
TMEM202	No	1	"Colorectal Cancer":100%;
TMEM205	No	1	"Blood Cancer":100%;
TMEM209	No	1	"Blood Cancer":100%;
TMEM211	No	1	"Colorectal Cancer":100%;
TMEM229B	No	1	"Colorectal Cancer":100%;
TMEM232	No	1	"Colorectal Cancer":100%;
TMEM251	No	1	"Colorectal Cancer":100%;
TMEM253	No	1	"Colorectal Cancer":100%;
TMEM258	No	1	"Colorectal Cancer":100%;
TMEM259	No	1	"Colorectal Cancer":100%;
TMEM262	No	1	"Blood Cancer":100%;
TMEM263	No	1	"Blood Cancer":100%;
TMEM266	No	1	"Blood Cancer":100%;
TMEM269	No	1	"Colorectal Cancer":100%;
TMEM38B	No	1	"Liver Cancer":100%;
TMEM41A	No	1	"Colorectal Cancer":100%;
TMEM42	No	1	"Blood Cancer":100%;
TMEM45A	No	1	"Skin Cancer":100%;
TMEM54	No	1	"Colorectal Cancer":100%;
TMEM62	No	1	"Blood Cancer":100%;
TMEM63B	No	1	"Nervous System Cancer":100%;
TMEM63C	No	1	"Blood Cancer":100%;
TMEM64	No	1	"Blood Cancer":100%;
TMEM65	No	1	"Breast Cancer":100%;
TMEM68	No	1	"Blood Cancer":100%;
TMEM70	No	1	"Blood Cancer":100%;
TMEM71	No	1	"Blood Cancer":100%;
TMEM74	No	1	Sarcoma:100%;
TMEM82	No	1	"Colorectal Cancer":100%;
TMEM87A	No	1	"Blood Cancer":100%;
TMEM87B	No	1	"Blood Cancer":100%;
TMEM89	No	1	"Colorectal Cancer":100%;
TMEM9	No	1	"Blood Cancer":100%;
TMEM91	No	1	"Colorectal Cancer":100%;
TMEM95	No	1	"Blood Cancer":100%;
TMEM97	No	1	"Blood Cancer":100%;
TMEM98	No	1	"Colorectal Cancer":100%;
TMEM9B	No	1	"Blood Cancer":100%;
TMF1	No	1	"Colorectal Cancer":100%;
TMIGD1	No	1	"Blood Cancer":100%;
TMOD4	No	1	"Blood Cancer":100%;
TMPRSS11E	No	1	"Colorectal Cancer":100%;
TMPRSS12	No	1	"Blood Cancer":100%;
TMPRSS9	No	1	"Colorectal Cancer":100%;
TMSB10	No	1	"Colorectal Cancer":100%;
TMTC4	No	1	"Colorectal Cancer":100%;
TMUB2	No	1	"Colorectal Cancer":100%;
TMX4	No	1	"Blood Cancer":100%;
TNFAIP1	No	1	"Blood Cancer":100%;
TNFAIP2	No	1	"Colorectal Cancer":100%;
TNFRSF10A	No	1	"Pancreatic Cancer":100%;
TNFRSF12A	No	1	"Colorectal Cancer":100%;
TNFRSF13C	No	1	"Colorectal Cancer":100%;
TNFRSF14	Yes	1	"Blood Cancer":100%;
TNFSF12	No	1	"Colorectal Cancer":100%;
TNFSF4	No	1	"Blood Cancer":100%;
TNFSF9	No	1	"Colorectal Cancer":100%;
TNIP1	No	1	"Blood Cancer":100%;
TNK1	No	1	"Blood Cancer":100%;
TNN	No	1	Sarcoma:100%;
TNNT3	No	1	"Blood Cancer":100%;
TNR	No	1	Sarcoma:100%;
TNS1	No	1	"Blood Cancer":100%;
TNS4	No	1	"Blood Cancer":100%;
TOB2	No	1	"Colorectal Cancer":100%;
TOE1	No	1	"Colorectal Cancer":100%;
LRTOMT	No	1	"Colorectal Cancer":100%;
TOP2A	No	1	"Blood Cancer":100%;
TOP3A	No	1	"Blood Cancer":100%;
TOP3B	No	1	"Colorectal Cancer":100%;
TOPAZ1	No	1	"Blood Cancer":100%;
TOR1AIP2	No	1	"Colorectal Cancer":100%;
TOR2A	No	1	"Colorectal Cancer":100%;
TOX2	No	1	"Blood Cancer":100%;
TPH1	No	1	"Blood Cancer":100%;
TPK1	No	1	"Blood Cancer":100%;
TPM2	No	1	"Blood Cancer":100%;
TPM4	Yes	1	"Liver Cancer":100%;
TPPP	No	1	"Colorectal Cancer":100%;
TPRG1	No	1	"Pancreatic Cancer":100%;
TPRN	No	1	"Colorectal Cancer":100%;
TPT1	No	1	"Colorectal Cancer":100%;
TPX2	No	1	"Blood Cancer":100%;
TRABD2B	No	1	"Skin Cancer":100%;
TRAF1	No	1	"Blood Cancer":100%;
TRAF3IP1	No	1	"Blood Cancer":100%;
TRAF3IP3	No	1	"Colorectal Cancer":100%;
TRAF7	Yes	1	"Blood Cancer":100%;
TRAK2	No	1	"Blood Cancer":100%;
TRAM1	No	1	"Blood Cancer":100%;
TRAPPC1	No	1	"Blood Cancer":100%;
TRAPPC13	No	1	"Blood Cancer":100%;
TRAPPC2L	No	1	"Blood Cancer":100%;
TRAPPC3	No	1	"Colorectal Cancer":100%;
TRAPPC6A	No	1	"Colorectal Cancer":100%;
TRDMT1	No	1	"Blood Cancer":100%;
TRDN	No	1	"Liver Cancer":100%;
TREH	No	1	"Colorectal Cancer":100%;
TRHDE	No	1	"Liver Cancer":100%;
TRHR	No	1	Sarcoma:100%;
TRIAP1	No	1	"Gastric Cancer":100%;
TRIB3	No	1	"Colorectal Cancer":100%;
TRIM5	No	1	"Blood Cancer":100%;
TRIM15	No	1	"Blood Cancer":100%;
TRIM23	No	1	"Blood Cancer":100%;
TRIM27	Yes	1	"Blood Cancer":100%;
TRIM28	No	1	"Liver Cancer":100%;
TRIM36	No	1	"Liver Cancer":100%;
TRIM37	No	1	"Blood Cancer":100%;
TRIM39	No	1	"Blood Cancer":100%;
TRIM46	No	1	"Blood Cancer":100%;
TRIM47	No	1	"Blood Cancer":100%;
TRIM56	No	1	"Colorectal Cancer":100%;
TRIM59	No	1	"Colorectal Cancer":100%;
TRIM65	No	1	"Blood Cancer":100%;
TRIM66	No	1	"Blood Cancer":100%;
TRIM67	No	1	"Blood Cancer":100%;
TRIP10	No	1	"Nervous System Cancer":100%;
TRIP13	No	1	"Nervous System Cancer":100%;
TRIR	No	1	"Liver Cancer":100%;
TRMO	No	1	"Blood Cancer":100%;
TRMT10B	No	1	"Colorectal Cancer":100%;
TRMT10C	No	1	"Blood Cancer":100%;
TRMT61A	No	1	"Colorectal Cancer":100%;
TRNAU1AP	No	1	"Colorectal Cancer":100%;
TRNT1	No	1	"Blood Cancer":100%;
TP53BP2	No	1	"Blood Cancer":100%;
TP53I13	No	1	"Colorectal Cancer":100%;
TP53TG5	No	1	"Colorectal Cancer":100%;
